Customer;Name 1;Street;Telephone 1;Telephone 2;Zone;SDst;Represent.;Pers.No.;Sales;#N/A;JWK;MonFrom1;MonFrom2;TueFrom1;TueFrom2;WedFrom1;WedFrom2;ThuFrom1;ThuFrom2;FriFrom1;FriFrom2;SatFrom1;SatFrom2;DChl;CGrp;PayT;Cred.limit;Post.Code;Plnt;Created on;Created on
5606919;TK HJ HERLIN BAKERY;TRI TUNGGAL JAYA RT 005 RW 002 KEL TRI TUNGGAL JAYA;8.13E+09;;2051148;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;69;Z00;0;34593;3042;30.07.2025;30.07.2025
5795732;TK SITI;TANJUNG MAS REJO, RT 007 RW 003 KEC MESUJI TIMUR;;8.52E+10;2051153;34697;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;14;Z00;0;34697;3042;02.03.2026;02.03.2026
5795733;TK NURYADI;BRABASAN RT 004 RW 002 KEC TANJUNG RAYA;;8.14E+10;2051142;30681;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;30681;3042;02.03.2026;02.03.2026
5613795;WR TEH TATIK;DWI WARGA TUNGGAL JAYA RT 004 RW 002 KEL DWI WARGA;8.24E+10;;2051148;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;13;Z00;0;34593;3042;12.08.2025;12.08.2025
5796670;TK RAVA;MULYA JAYA RT 008 RW 002 KEC GUNUNG AGUNG;;8.12E+10;2051152;34595;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34595;3042;03.03.2026;03.03.2026
5632628;TK UMMY PRASMANAN;DWI WARGA TUNGGAL JAYA RT/RW 002/003, KEC BANJAR AGUNG;8.78E+10;;2051148;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;69;Z00;0;34593;3042;16.09.2025;16.09.2025
5797654;TK DUA D;KAGUNGAN RAHAYU WONO KERTO RT 010 RW 004 KEC TBB;;8.13E+10;2051086;34593;90052418;90052418;Yuda Nurisman;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;04.03.2026;04.03.2026
5648881;TK YUMNA;DWI WARGA TUNGGAL JAYA RT 003 RW 001 KEC BANJAR AGUNG;8.13E+09;;2051148;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;69;Z00;0;34593;3042;13.10.2025;13.10.2025
5761087;TK ENI;JL BRAWIJAYA DWI WARGA TUNGGAL JAYA KEC BANJAR AGUNG KAB TUB;6.28E+12;;2051148;34684;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34684;3042;21.01.2026;21.01.2026
5786265;TK WISNU;DWI WARGA TUNGGAL JAYA RT 004 RW 007 KEL DWI WARGA TUNGGAL;8.53E+10;;2051148;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34593;3042;16.02.2026;16.02.2026
5791676;TK TUNAS NAULI;JL CEMP. DWI WARGA TUNGGAL JAYA RT 007 RW 004;8.24E+10;;2051175;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34595;3042;23.02.2026;23.02.2026
5829200;TK HAJI MUL;DWI WARGA TUNGGALJAYA RT 008 RW 003 KEC BANJAR AGUNG;8.24E+10;;2051145;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34595;3042;11.05.2026;11.05.2026
5810128;TK NURI;JL LINTAS SUMATERA KAHURIPAN DALAM KEC MENGGALA TIMUR;;8.78E+10;2051176;34682;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34682;3042;26.03.2026;26.03.2026
5835387;TK AJENG;PURWAJAYA RT 2 RW 1 KEL PURWAJAYA KEC BANJAR MARGO;;8.53E+10;2051175;34684;90052449;90052449;Beni Saputra;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34684;3042;09.06.2026;09.06.2026
5812200;TK FAREED;MEKAR SARI JAYA RT 008 RW 003 KEC LAMBU KIBANG;6.29E+12;;2051149;34388;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34388;3042;30.03.2026;30.03.2026
5813315;TK SRC DEVIS MART;JL IV UJUNG GUNUNG ILIR RT 001 RW 002 KEC MENGGALA;;8.14E+10;2051184;34611;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34611;3042;01.04.2026;01.04.2026
5813316;TK MARDI;MENGGALA;;8.20E+10;2051184;34611;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34611;3042;01.04.2026;01.04.2026
5813317;TK BHAS;JL KUBURAN KIBANG TRI JAYA RT 014 RW 003 KEC LAMBU KIBANG;8.24E+10;;2051149;34683;90052418;90052418;Yuda Nurisman;F2 GT;Senin Ganjil;08:00:00;;;;;;;;;;;;2;14;Z00;0;34593;3042;01.04.2026;01.04.2026
5815760;TK FIRDAUS;JL. 1 UJUNG GUNUNG RT 000 RW 000 KEC MENGGALA;;8.24E+10;2051184;34388;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34388;3042;06.04.2026;06.04.2026
5815989;TK FENDA;JL. LINTAS SUMATERA KECMENGGALA TIMUR;6.28E+12;;2051176;34682;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34682;3042;06.04.2026;06.04.2026
5816468;TK HANA;KARTA RT 002 RW 002 KEC TULANG BAWANG UDIK;6.28E+12;;2051077;34691;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34691;3042;07.04.2026;07.04.2026
209215;TK. OPIK;JL. LINTAS RINGIN SARI NO.18A RT.3-5 KEL.RINGIN SARI;8.14E+10;;2051183;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;58;Z00;0;34595;3042;02.01.2014;19.03.2025
1776372;ARSY GABE;DSN.PENAWAR JAYA RT.2-2 KEL.PENAWAR JAYA KEC.BANJAR MARGO;8.22E+10;;2051131;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;20.05.2022;24.12.2024
5818400;TK TINI;SIMPANG PEMATANG RT 013 RW 007 KEC SIMAPNG PEMATANG;8.53E+10;;2051146;34698;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;14;Z00;0;34698;3042;10.04.2026;10.04.2026
5818403;TK LENI;LABUHAN BATIN RT 003 RW 003 KEC WAY SERDANG;;8.20E+10;2051169;34684;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;14;Z00;0;34684;3042;10.04.2026;10.04.2026
5818404;TK HADI JAYA;BUJUK AGUNG RT 003 RW 001 KEC BANJAR MARGO;;8.24E+10;2051169;34684;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;14;Z00;0;34684;3042;10.04.2026;10.04.2026
5819849;TK BAROKAH MART;SRI RAHAYU BLOK C KEC MENGGALA;;8.52E+10;2051086;34693;90052418;90052418;Yuda Nurisman;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34693;3042;14.04.2026;14.04.2026
2145200;SITI;PENAWAR REJO RT 002 RW 002 KEL PENAWAR REJO KEC BANJAR MARGO;8.15E+10;;2051131;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;22.09.2022;16.04.2026
5820411;TK DENIS FOX;SUMBER JAYA RT 004 RW 002 KEL SUMBER JAYA KEC GUNUNG AGUNG;8.58E+10;;2051152;34595;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34595;3042;15.04.2026;12.06.2026
5820906;TK RISA;GEDUNG SRI MULYO RT 002 RW 001 WAY SERDANG;;8.23E+10;2051171;34698;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34698;3042;16.04.2026;16.04.2026
5821568;TK SUMBER JAYA;KIBANG BUDI JAYA RT 021 RW 007 KEC LAMBU KIBANG;;8.24E+10;2051149;34388;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34388;3042;17.04.2026;17.04.2026
2476600;TK.RUDI;PENAWAR REJO RT.3-2 KEL.PENAWAR REJO KEC.PENAWAR REJO;8.24E+10;8.24E+10;2051131;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34593;3042;16.12.2022;18.06.2025
5821577;TK BERKAH SUKSES MAKMUR;KAHURIPAN JAYA RT 001 RW 005 KEC BANJAR BARU;8.22E+10;;2051149;34682;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34593;3042;17.04.2026;17.04.2026
5822584;TK HUSNA FROZEN;BRABASAN RT 003 RW 005 KEC TANJUNG RAYA;;8.53E+10;2051146;34698;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34698;3042;20.04.2026;20.04.2026
2951041;TK.BU KOM;AGUNG JAYA RT.2-1 KEL.BUJUK AGUNG KEC.BANJAR MARGO;8.14E+10;;2051179;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34593;3042;14.03.2023;21.02.2025
5823547;TK MS ALFA;CANDRA MUKTI RT 016 RW 003 KEC TULANG BAWANG TENGAH;;8.24E+10;2051077;34693;90052418;90052418;Yuda Nurisman;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34693;3042;22.04.2026;22.04.2026
5823584;TK MARYONO;TEGAL REJO 1 RT 004 RW 007 KEC MENGGALA;;8.54E+10;2051238;34693;90052418;90052418;Yuda Nurisman;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34693;3042;22.04.2026;22.04.2026
3303441;TK YONO;SUKA MAJU RT 001 RW 004 KEL SUKA MAJU KEC BANJAR MARGO;8.52E+10;;2051164;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;18.05.2023;22.01.2026
5824190;TK HUNAIYAH;GUNUNG KATUN TANJUNGAN RT 001 RW 004 KEC.TULANG BAWANG UDIK;;8.53E+10;2051085;34691;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34691;3042;23.04.2026;23.04.2026
5824552;TK TITIK;TOTO KATON RT 012 RW 005 KEC BATU PUTIH;;8.58E+10;2051570;34683;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34683;3042;24.04.2026;24.04.2026
5825810;TK BANGPUTRA CELL;BANGUN JAYA RT 008 RW 003 KEC GUNUNG AGUNG;;8.23E+10;2051152;34684;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34684;3042;28.04.2026;28.04.2026
5825811;TK APRI MART;TERANG BUMI AGUNG RT 007 RW 002 KEC GUNUNG TERANG;;8.58E+10;2051152;34684;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34684;3042;28.04.2026;28.04.2026
5827408;TK TIARA;SETIA AGUNG RT 012 RW 006 KEC GUNUNG TERANG;;8.87E+10;2051152;34684;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34684;3042;04.05.2026;04.05.2026
5827594;WR BUMTI;BUJUNG SARI MARGA RT 003 RW 001 KEC PAGAR DEWA;;8.58E+10;2051149;34388;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;14;Z00;0;34388;3042;05.05.2026;05.05.2026
5827646;TK MELIA;SETIA AGUNG RT 015 RW 008 KEC GUNUNG TERANG;;8.53E+10;2051152;34684;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34684;3042;05.05.2026;05.05.2026
5828000;TK HARNIA PRAMIDA;JL PAHLAWAN TALANG TEMBESU MENGGALA SELATAN;;8.60E+10;2051184;34611;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34611;3042;06.05.2026;06.05.2026
5828018;TK BAYU;GUNUNG KEMALA RT 002 RW 002 KEC MENGGALA TIMUR;;8.52E+10;2051176;34693;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34693;3042;06.05.2026;06.05.2026
3382569;TK ENDRO;AGUNG JAYA RT 001 RW 006 KEL AGUNG JAYA KEC BANJAR MARGO;8.54E+10;;2051179;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;58;Z00;0;34595;3042;05.06.2023;07.08.2025
3389113;ST12 CELL;AGUNG JAYA RT 001 RW 003 KEL AGUNG JAYA KEC BANJAR MARGO;8.22E+10;;2051179;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34595;3042;06.06.2023;22.05.2026
3416350;TK PAKDE RIYANTO;CATUR KARYA BUANA JAYA RT 004 RW 001 KEL CATUR KARYA BUANA;6.28E+12;;2051183;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34595;3042;12.06.2023;11.05.2026
3591527;TK.WULAN;TRI TUNGGAL JAYA RT.1-1 KEL.TRI TUNGGAL JAYA KEC.BANJAR;8.53E+10;;2051163;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;58;Z00;0;34595;3042;12.07.2023;24.12.2024
4091940;TK ARIF;JL LINTAS RAWAJITU RT 001 RW 001 KEL TRI TUNGGAL KEC BANJAR;8.13E+10;;2051163;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34593;3042;05.10.2023;26.08.2025
5222050;WR BU ERNA;AGUNG DALAM RT 005 RW 001 KEL AGUNG DALAM KEC BANJAR MARGO;8.58E+10;;2051131;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;58;Z00;0;34593;3042;21.08.2024;01.09.2025
5829475;TK WULANDARI;MUKTIKARYA RT 020 RW 006 KEC PANCA JAYA;;8.53E+10;2051146;34692;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Ganjil;;;;;;;;;08:00:00;;;;2;14;Z00;0;34692;3042;12.05.2026;12.05.2026
5829479;TK MEI;BARABASAN RT 001 RW 001 KEC TANJUNG RAYA;;8.23E+10;2051142;34692;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34692;3042;12.05.2026;12.05.2026
5830125;TK ABIL CELL;AJI JAYA RT 008 RW 005 KEC SIMPANG PEMATANG;;8.54E+10;2051146;34698;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;14;Z00;0;34698;3042;15.05.2026;15.05.2026
5286712;TK.MERIYANTI;AGUNG JAYA RT.4-4 KEL.AGUNG JAYA KEC.BANJAR MARGO;8.53E+10;;2051179;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;03.10.2024;04.03.2025
5442798;TK.YANI;JL.PENAWAR JAYA KEL.PENAWAR REJO KEC.BANJAR MARGO;8.23E+10;;2051148;34682;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34682;3042;09.01.2025;09.01.2025
5831230;TK NELI;JL 4 BENGKEL RT 003 RW 002 KEC MENGGALA;6.28E+12;;2051184;34596;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34596;3042;20.05.2026;20.05.2026
5831740;TK ENDANG;BUJUK AGUNG RT 005 RW 003 KEC.BANJAR MARGO;;8.13E+10;2051169;34684;90052442;90052442;Rudi Anggoro;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;14;Z00;0;34684;3042;22.05.2026;22.05.2026
5832301;TK YANTO;SUKA JAYA RT 005 RW 002 KEC GUNUNG AGUNG;;8.54E+10;2051152;34683;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34683;3042;25.05.2026;25.05.2026
5832655;TK FEBI;BERASAN MAKMUR RT 3 RW 3 KEL BERASAN MAKMUR KEC TANJUNG RAYA;;8.58E+10;2051682;34692;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34692;3042;28.05.2026;28.05.2026
5833036;TK UMA KHUSNUL PONPES;JL.RAYA TULUNG RANDU-UNIT 6 KEC PAGAR DEWA;;8.79E+10;2051149;34593;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Genap;;;;;;;;;;;;08:00:00;2;14;Z00;0;34593;3042;29.05.2026;29.05.2026
5833040;TK MARSUDI;SAKTI JAYA RT 013 RW 004 KEC BATU PUTIH TBB;;8.58E+10;2051152;34683;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34683;3042;29.05.2026;29.05.2026
5833553;TK IIN;SETIA BUMI RT 022 RW 003 KEC GUNUNG TERANG TBB;;8.78E+10;2051151;34683;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34683;3042;02.06.2026;02.06.2026
5555117;YULIANA;AGUNG JAYA RT.1-1 KEL.AGUNG JAYA KEC. BANJAR MARGO;6.28E+12;;2051179;34595;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;58;Z00;0;34595;3042;22.03.2025;17.04.2025
5833905;TK ANI;SINAR LAGA RT 11 RW 3 KEL SINAR LAGA KEC TANJUNG RAYA;;8.23E+10;2051141;34692;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34692;3042;03.06.2026;03.06.2026
5833909;TK NOVI;SINAR LAGA RT 6 RW 3 KEL SINAR LAGA KEC TANJUNG RAYA;;8.23E+10;2051153;34692;90052442;90052442;Rudi Anggoro;F2 GT;Jumat Genap;;;;;;;;;;08:00:00;;;2;14;Z00;0;34692;3042;03.06.2026;03.06.2026
5559582;TK.BU JARIYAH;SUKA MAJU KEL.SUKA MAJU KEC.BANJAR MARGO;8.53E+10;;2051164;34684;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;58;Z00;0;34684;3042;07.04.2025;07.04.2025
5580180;TOKO 81;PERUMAHAN TUNGGAL ESTATE BLOK D NO 81 RT/RW 002/004;8.59E+10;;2051148;34682;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;69;Z00;0;34682;3042;28.05.2025;28.05.2025
5598765;TK HAFIDZ;PENAWAR REJO RT/RW 002/001 KEC BANJAR MARGO;8.24E+10;;2051131;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;58;Z00;0;34593;3042;14.07.2025;14.07.2025
5612285;TK MBA SULIS;JL.SIMPANG PENAWAR RT 009 RW 003 KEL TRI TUNGGAL JAYA;6.29E+12;;2051131;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;09.08.2025;25.08.2025
5835374;TK SUNDARI;BRABASAN RT 6 RW 3 KEL BRABASAN KEC TANJUNG RAYA;;8.23E+10;2051142;34698;90052442;90052442;Rudi Anggoro;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34698;3042;09.06.2026;09.06.2026
5623014;TK SATRIA ALANG ALANG;AGUNG DALAM RT/RW 004/001, KEC BANJAR MARGO;6.28E+12;;2051164;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;27.08.2025;27.08.2025
5637586;TK BU WIJI;SUKA MAJU RT/RW 001/002 BANJAR MARGO;8.51E+10;;2051134;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;13;Z00;0;34593;3042;25.09.2025;25.09.2025
5655907;TRISNO CELL;SUKA MAJU RT/RW 002/005 KEC BANJAR MARGO;6.28E+12;;2051164;34682;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;13;Z00;0;34682;3042;21.10.2025;21.10.2025
5784390;TK VENNY;AGUNG JAYA, RT 005 RW 005 KEC BANJAR MARGO TB;8.23E+10;;2051180;34593;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34593;3042;13.02.2026;13.02.2026
5835515;TK RINI;KAGUNGAN RATU RT 4 RW 1 KEC TULANG BAWANG UDIK;8.13E+10;;2051085;34691;90052418;90052418;Yuda Nurisman;F2 GT;Rabu Ganjil;;;;;08:00:00;;;;;;;;2;14;Z00;0;34691;3042;09.06.2026;09.06.2026
5819850;TK BALQIS;AGUNG DALAM RT 005 RW 005 KEC BANJAR MARGO;;8.24E+10;2051180;34684;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34684;3042;14.04.2026;14.04.2026
5835837;TK CENDIKIA CELL;SIDO MUKTI RT 4 RW 2 KEL MEKAR JAYA KEC GUNUNG AGUNG;;8.54E+10;2051152;34683;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34683;3042;10.06.2026;10.06.2026
5835888;TK CANTIKA;TERANG BUMI AGUNG RT 13 RW 4 KEC GUNUNG TERANG;;8.54E+10;2051152;34684;90052442;90052442;Rudi Anggoro;F2 GT;Rabu Genap;;;;;;08:00:00;;;;;;;2;14;Z00;0;34684;3042;11.06.2026;11.06.2026
5835901;TK DAMAYANTI;SUMBER REJO RT 12 RW 2 KEL SUMBER REJO KEC LAMBU KIBANG;6.28E+12;;2051151;34683;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34683;3042;11.06.2026;11.06.2026
5828506;TK MEYSHA;TRI TUNGGAL JAYA RT 001 RE 001 KEC BANJAR MARGO;;8.23E+10;2051179;34682;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34682;3042;08.05.2026;08.05.2026
5835936;TOKO ADI;BAWANG SAKTI JAYA RT 3 RW 5 KEC BANJAR BARU;;8.54E+10;2051176;34596;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Genap;;;;08:00:00;;;;;;;;;2;14;Z00;0;34596;3042;11.06.2026;11.06.2026
5836256;TK BINTANG BERKAH;GEDUNG BOGA RT 3 RW 5 KEC WAY SERDANG;;8.23E+10;2051171;34684;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34684;3042;12.06.2026;12.06.2026
5836257;TK MB LIS;HADI MULYO KEC WAY SERDANG KAB MESUJI;;8.58E+10;2051171;34684;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Ganjil;;;;;;;08:00:00;;;;;;2;14;Z00;0;34684;3042;12.06.2026;12.06.2026
5836849;TK RAHES;PANCA WARNA RT 002 RW 002 KEL PANCA WARNA KEC WAY SERDANG;;8.24E+10;2051171;34684;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34684;3042;17.06.2026;17.06.2026
5836850;WR SEMBAKO NURUL HIDAYAH;PANCA WARNA RT 001 RW 003 KEL PANCA WARNA KEC WAY SERDANG;;8.23E+10;2051171;34684;90052442;90052442;Rudi Anggoro;F2 GT;Kamis Genap;;;;;;;;08:00:00;;;;;2;14;Z00;0;34684;3042;17.06.2026;17.06.2026
5836852;TK SAKNAWATI;TOTO MULYO RT 002 RW 001 KEL TOTO MULYO KEC GUNUNG TERANG;;8.24E+10;2051152;34683;90052442;90052442;Rudi Anggoro;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34683;3042;17.06.2026;17.06.2026
5833605;TK TIKA;AGUNG JAYA KEC.BANJAR MARGO KAB.TULANG BAWANG;;8.22E+10;2051180;34684;90052449;90052449;Beni Saputra;F2 GT;Senin Genap;;08:00:00;;;;;;;;;;;2;14;Z00;0;34684;3042;02.06.2026;02.06.2026
5836915;TK TAMARA ABADI;BALAI MURNI JAYA RT 004 RW 001 KEC BANJAR BARU;;8.57E+10;2051164;34682;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;14;Z00;0;34682;3042;17.06.2026;17.06.2026
5836916;TK SABRINA;KURIPAN DALAM RT 002 RW 005 KEC MENGGALA TIMUR;;8.20E+10;2051176;34619;90052418;90052418;Yuda Nurisman;F2 GT;Selasa Ganjil;;;08:00:00;;;;;;;;;;2;14;Z00;0;34619;3042;17.06.2026;17.06.2026
5836941;TK BU SUL;GUNUNG SARI RT 011 RW 003 KEC LAMBU KIBANG;;8.52E+10;2051149;34683;90052418;90052418;Yuda Nurisman;F2 GT;Sabtu Ganjil;;;;;;;;;;;08:00:00;;2;14;Z00;0;34683;3042;17.06.2026;17.06.2026
;;;;;;;;;;;;;;;;;;;;;;;;2;58;Z00;0;34593;3042;11.08.2025;29.08.2025
;;;;;;;;;;;;;;;;;;;;;;;;2;58;Z00;0;34593;3042;11.08.2025;29.08.2025
;;;;;;;;;;;;;;;;;;;;;;;;2;69;Z00;0;34593;3042;11.08.2025;11.08.2025
;;;;;;;;;;;;;;;;;;;;;;;;2;69;Z00;0;34593;3042;11.08.2025;11.08.2025
;;;;;;;;;;;;;;;;;;;;;;;;2;13;Z00;0;34593;3042;12.08.2025;12.08.2025
;;;;;;;;;;;;;;;;;;;;;;;;2;13;Z00;0;34593;3042;12.08.2025;12.08.2025
;;;;;;;;;;;;;;;;;;;;;;;;2;67;Z00;0;34593;3042;13.08.2025;13.08.2025
